,Gene,IEI_Interactor
4349,RNF128,"CD40LG, TBK1, TP53, TP53, UBE2T"
4350,CD151,"CD46, CD81, ITGB2, TAFAZZIN"
4351,ITGB1,"CD46, CD81, CD81, CD81, CD93, CDC42, CFTR, HRAS, HRAS, HRAS, ITGA2, ITGAV, ITGAV, ITGB3, KRAS, KRAS, KRAS, KRAS, KRAS, LYN, NCAM1, NPC1, NRAS, NRAS, NRAS, PIK3R1, RAC1, RAC2, RHOG, RHOH, RIT1, SEC23B, STIM1"
4352,DLG4,CD46
4353,YES1,"CD46, CDC42, CDK9, FAS, FASLG, GAS8, HRAS, HRAS, IKZF3, KIF23, KRAS, KRAS, KRAS, KRAS, LCK, LYN, MYH9, NCSTN, NFKBIA, NRAS, NRAS, PPP1CB, PTEN, RAB27A, RAC1, RAC2, RHOG, RHOH, TGFBR2"
4354,POU4F2,"CD46, TGFB1"
4355,MGAT5B,"CD46, GATA1, GNE"
4356,GPR37L1,"CD46, UNC93B1"
4357,ANKRD46,"CD46, TAFAZZIN, TAFAZZIN, TAFAZZIN"
4358,LAMB1,"CD48, CRP, CRP, ERBIN, FANCD2, GFI1B, TGFB1, TGFB1"
4359,ADAM21,"CD48, FGA, HYOU1"
4360,445571,"CD48, CLU, CLU, RIT1, SERPING1, SERPING1"
4361,TRMT44,"CD48, F9, F9, IL12RB1, IL12RB1, IL12RB1"
4362,TUBB4A,"CD48, CD81, CDC42, EP300, F12, FAS, FAS, FAS, HAX1, IL12RB1, IL12RB1, IL12RB1, LYN, MAP2K2, OSTM1, RAF1, RECQL4, RPGR, SAR1B, TINF2, UNC93B1, VAV1"
4363,GPR107,"CD48, KRAS, KRAS, NRAS"
4364,MISP,"CD48, FANCD2, IL12RB1, INAVA, ISG15, KIF23, MYH9, PPP1CB"
4365,PTPRK,CD48
4366,CTHRC1,CD48
4367,NDUFB7,"CD55, HSPA1L"
4368,MPV17,CD55
4369,MAN2A1,"CD55, SEC23B"
4370,RAB31,"CD55, HRAS, NCSTN"
4371,SLC2A1,"CD55, CDC42, IRAK1, JAK2, KRAS, MAD2L2, MSH2, NCSTN, NPC1, RAC1, RAC2, RHOG, RHOH, TP53, TP53, TYK2"
4372,S100A10,"CD55, CDK9, PLA2G4A, PLA2G4A, PLG, SLFN14"
4373,TIMM50,"CD55, CFTR, EP300, IRAK1, ISG15, KDM1A, KRAS, KRAS, MAD2L2, MAD2L2, MAP3K14, MECOM, NFKBIA, NOS2, RAF1, RAF1, RECQL4, RIT1, TCF3, TP53, UNC93B1, VAV1"
4374,SLC12A4,"CD55, CDC42, HRAS, HRAS, IL17RC, IL17RC, KRAS, KRAS, KRAS, LYN, NRAS, RAC1, RAC2, RHOG, RHOH, TFRC, TFRC"
4375,ATP6V1E1,"CD55, CTPS1, KRAS, NPC1, RIT1, SCO2, TCIRG1, TFRC, TGFB1"
4376,PICALM,"CD55, CDC42, CDC42, CDK9, FCHO1, ISG15, KRAS, MYH9, RAC1, RAC2, RHOG"
4377,CHI3L1,"CD55, CD55, CD55"
4378,RPS4Y1,"CD55, CD81, KIF23, NEUROG3, RPS19, WRAP53"
4379,C9,"CD59, CLU"
4380,155030,"CD59, TNIP1"
4381,TOMM5,"CD59, MOGS, PCCB, USB1"
4382,CD27,CD70
4383,KDM8,"CD70, CD70, KRAS, KRAS, RIT1"
4384,SEC14L1,"CD70, CD70"
4385,TAMM41,"CD70, CD70, CDC42, HTRA2, IGHM, IL2RA, KIF23, KRAS, TP53"
4386,NR2C2,"CD70, CD70, IRF8, KDM1A, RAC1, RBCK1"
4387,UTP20,"CD70, CD70, CDC42, KRAS, RAC1, RAC2, RIT1, RPS24, TNFRSF1A, TNFRSF1A"
4388,XPO7,"CD70, CD70, FPR1, PDCD1, PDCD1, SAMHD1"
4389,GPRC5B,"CD70, CD70, KRAS, TNFRSF1A, TNFRSF1A"
4390,TBC1D20,"CD70, CD70"
4391,PPTC7,"CD70, CD70, OSTM1"
4392,374986,"CD70, CD70, RAC2"
4393,TIMELESS,"CD70, CD70, FCGRT, FCGRT, GFI1B, KRAS, POLE, POLE2, RECQL4, RIT1"
4394,DEPDC1,"CD70, CD70, CTLA4, RECQL4"
4395,INTS4,"CD70, CD70, CD79B, CD79B, IL2RA, KRAS, PDCD1, PDCD1, VSIG4, VSIG4, VSIG4"
4396,RUFY2,"CD70, CD70, KRAS"
4397,DCUN1D5,"CD70, CHUK, CYCS"
4398,PLAA,"CD70, CD70, CD79B, CD79B, TGFBR2, TP53"
4399,RANBP6,"CD70, CD70, RECQL4, RECQL4"
4400,NOP9,"CD70, CD70, CXCR4, EP300, RBM8A, RC3H1, RPS14, SPINT2, SPINT2, SPINT2, TNFSF12"
4401,IFRD1,"CD70, CD70, EP300"
4402,GXYLT2,"CD70, NEUROG3, NEUROG3"
4403,UBE4A,"CD70, CD70, TP53"
4404,NARS2,"CD70, CD70, TAFAZZIN, TRNT1, TRNT1"
4405,SLC31A1,"CD70, CD70, KRAS, RIT1"
4406,ADCY6,"CD70, CD70, EXTL3, HRAS, KRAS, KRAS, NEUROG3, NEUROG3, SLC39A4, SLC39A4, SLC39A4, TNFSF12"
4407,SPPL2B,"CD70, CD70"
4408,MDN1,"CD70, CD70, CDC42, CFTR, FAS, KRAS, PTEN, RAC1, RHOH, RIT1, UNC93B1"
4409,AGPAT5,"CD70, CD70, CTLA4, OSTM1, TNFRSF9, VSIG4"
4410,UCKL1,"CD70, CD70, RFXANK"
4411,EXOC2,"CD70, CDKN2A, CXCR4, FPR1, TBK1"
4412,VMP1,"CD70, FCGR3B, FPR2, KRAS, KRAS, RAC2, RIT1, STIM1"
4413,2589,"CD70, EXTL3, SEC23B, TNFAIP3, VSIG4"
4414,WASHC5,"CD70, PTEN"
4415,TMED5,"CD70, COPA, NPC1, RECQL4"
4416,HERC5,"CD70, IRF3, IRF3, ISG15, KIF23, MAP3K14, RC3H1, RPL10, RPL15, RPL18, RPL18, RPL19, RPL36, RPS10, TP53"
4417,NUP205,"CD70, CDC42, CDK9, FANCD2, HYOU1, ISG15, KRAS, KRT8, MECOM, RAC1, RAC2, RECQL4, RHOH, RIT1, RPS24, UNC93B1"
4418,GSDME,CD70
4419,IFI30,"CD70, MPLKIP, RPL10, WDR1"
4420,PTDSS2,"CD70, FPR2, HMOX1, TP53"
4421,TEX264,"CD70, HMOX1, HMOX1, HMOX1, SLC10A2, SPINT2, SPINT2, STIM1"
4422,GPAT4,"CD70, CDC42, FPR2, GFI1B, GP9, RAC2, RHOG, STIM1, TP53, VSIG4"
4423,MINPP1,"CD70, PPP1CB"
4424,LRBA,"CD70, CFTR, CTLA4, HRAS, RAC1, RHOG, RHOH, TFRC"
4425,AHCTF1,"CD70, KRAS, KRAS, KRT8, MECOM, RIT1, TERF2IP, TP53, VSIG4"
4426,SGPL1,"CD70, CXCR4, GP9, IL17RA, NEUROG3, RPL10, STING1, STING1, UNC93B1, VSIG4, VSIG4, VSIG4"
4427,CSGALNACT2,"CD70, FCGR2A"
4428,PIGG,"CD70, FPR2, NPC1, UNC93B1"
4429,TBC1D8,"CD70, CDC42, KRAS, LYN, RHOH"
4430,UBE3C,"CD70, CD79B, CFTR, EP300, IGHM, KDM1A, PSMB4, TP53, UNC93B1, VSIG4, VSIG4"
4431,TNFAIP2,"CD70, NOS2, VSIG4"
4432,TUBGCP3,"CD70, CD79B, CD79B, KRAS, KRAS, ORAI1, PDCD1, RIT1, SH3KBP1, UBA1, VSIG4, VSIG4"
4433,METTL9,"CD70, SLC39A4, SLC39A4, SLC39A4, TNFRSF9, UNC93B1"
4434,METTL13,"CD70, FAS, FAS, FAS"
4435,EXTL3,"CD70, CD79B, CD79B, CXCR4, GP9, MSH2, SLC39A4, SLC39A4, UNC93B1"
4436,PGM3,"CD70, FPR1, KRAS, TP53"
4437,EDEM3,"CD70, FPR1, GP9"
4438,B3GAT3,"CD70, HMOX1, NPC1, SLC39A4"
4439,ZDHHC23,CD70
4440,CIAO1,"CD70, CDK9, ERCC2, ERCC2, GAS8, KRAS, POLD1, POLE, POLE, UNC93B1"
4441,INTS1,"CD70, FANCD2, FPR1, IL2RA, KRAS, MAD2L2, MAD2L2, OSTM1, RAC2, RIT1, TCN2, TERF2IP"
4442,SACM1L,"CD70, CD79A, CFTR, COPA, COPG1, COPG1, EP300, IL2RA, JAGN1, KRAS, RIT1, SPINT2, SPINT2, TP53, UNC93B1, VSIG4"
4443,79675,"CD70, CXCR4, FPR1, IL2RA, VSIG4"
4444,CYP2S1,"CD70, CXCR4, FPR2, IGHM, ORAI1"
4445,AMBP,CD79A
4446,FATE1,"CD79A, CD79A, CSF2RA, SEC23B, UNC93B1"
4447,ATP23,"CD79A, CD79A"
4448,CDYL,"CD79A, CD79A, FAS, FAS"
4449,MICU1,"CD79A, CD79A, CD79B, CXCR4"
4450,PEX6,"CD79A, CD79A, CTLA4, F12, OSTM1"
4451,ABHD18,"CD79A, CD79A, PDCD1, PDCD1, SRP72, VSIG4, VSIG4"
4452,SLC2A8,"CD79A, CD79A"
4453,DEGS1,"CD79A, CD79A, IGHM, PSEN1"
4454,SLC26A6,"CD79A, CD81, CDC42, HRAS, KRAS, KRAS, PDCD1, RAC1, RHOG, RHOH, TP53"
4455,SPG7,"CD79A, CXCR4, FCGR3A, FCN3, HNRNPK, HNRNPK, MSH5, RHOG"
4456,BCAM,"CD79A, CD79A, CTLA4"
4457,PTPMT1,"CD79A, KRAS, RHOG, RIT1, TRAP1"
4458,BDH1,CD79A
4459,NKG7,"CD79A, TP53"
4460,PLPPR2,CD79A
4461,FKBP8,"CD79A, CDC42, CFTR, EP300, GP9, HAX1, HSPA1L, IRF3, MLH1, PSEN1, PSEN1, RAC2, RHOG, RHOH, STIM1"
4462,MOSPD3,CD79A
4463,6539,"CD79A, ERBIN, REL"
4464,TSPO2,CD79A
4465,CYB561D2,CD79A
4466,REEP6,"CD79A, CXCR4, FPR2, FPR2, IL2RG, IL2RG, IL2RG"
4467,YIPF4,CD79A
4468,SERP1,"CD79A, TNFRSF9"
4469,UBIAD1,"CD79A, HRAS, KRAS, KRAS, KRAS, NRAS, NRAS, RHOG"
4470,SLC35B1,"CD79A, KRAS, RIT1"
4471,SLC66A2,"CD79A, CLCN7, IL10RA"
4472,ORMDL2,"CD79A, SLC39A4"
4473,BTN2A2,"CD79A, MPL, PSMA3"
4474,GPR42,CD79A
4475,CLN6,"CD79A, MAD2L2, MAP2K2, NFKB1"
4476,BCL2L2,CD79A
4477,GALNT15,CD79A
4478,SLC41A1,CD79A
4479,TMEM254,CD79A
4480,TSPAN2,CD79A
4481,EMP1,CD79A
4482,TMEM243,CD79A
4483,SLC41A2,CD79A
4484,MMD2,CD79A
4485,TMEM14B,"CD79A, CFHR5, HMOX1, NCSTN, SLC39A7"
4486,TMEM19,CD79A
4487,SLC46A3,CD79A
4488,SLC13A5,CD79A
4489,EMP3,CD79A
4490,CNIH3,"CD79A, TP53"
4491,NAT8,CD79A
4492,MALL,CD79A
4493,TM4SF19,"CD79A, CYBC1, HMOX1, STAT3"
4494,TMEM140,CD79A
4495,PGAP2,"CD79A, CFAP298"
4496,TMEM218,CD79A
4497,TMEM86A,"CD79A, HAVCR2, TP53"
4498,MFSD6,CD79A
4499,387700,CD79A
4500,CMTM7,CD79A
4501,MFSD12,"CD79A, NPC1, SLC39A4, SLC39A4, SLC39A4, TP53"
4502,CLDN1,"CD79A, HRAS, KRAS, KRAS"
4503,RHO,CD79A
4504,SLC13A4,CD79A
4505,AQP3,CD79A
4506,FUNDC2,"CD79A, FPR2, FPR2, KRAS, MRTFA"
4507,SLC39A2,CD79A
4508,SMCO4,"CD79A, IL10RA"
4509,STX3,"CD79A, CDC42, HRAS, HRAS, HRAS, KRAS, KRAS, KRAS, KRAS, MAP3K14, MSH6, MYO5B, NRAS, NRAS, RAC1, RHOG, SAMHD1"
4510,SFTPC,"CD79A, IFNGR2"
4511,MFF,"CD79A, CDC42, HAX1, HTRA2, RAC1, RAC2, RHOG, RHOH, TFRC, TRAF3, TRAF3, TRAF3, UNC93B1"
4512,GJB1,CD79A
4513,TM4SF4,CD79A
4514,TMEM42,CD79A
4515,FAXDC2,CD79A
4516,STX8,"CD79A, CDC42, DTNBP1, DTNBP1, DTNBP1, KRAS, NPC1, RAC2, RHOG, SGPL1, STX11, STX11, STX3, STX3, TFRC"
4517,TSNARE1,CD79A
4518,LPAR3,"CD79A, JAGN1"
4519,NINJ2,"CD79A, FCGRT, IFNGR1, JAGN1"
4520,C2CD2L,"CD79A, ICOSLG, ICOSLG, IL17RA, IL17RC, KRAS, KRAS, NRAS, STIM1"
4521,TNFRSF10C,"CD79A, RAP1A"
4522,SLC16A13,CD79A
4523,TRAM1L1,"CD79A, TP53"
4524,DOLK,"CD79A, FPR2, FPR2, KRAS, RIT1, TNFRSF1A, TNFRSF1A"
4525,ALG10B,CD79A
4526,ZDHHC22,CD79A
4527,AGTRAP,"CD79A, FGA, GAD1, GAD1, GAD1, IL7R, NPC1, TP53"
4528,TMEM187,CD79A
4529,THBD,"CD79A, HRAS, PSENEN, PTEN"
4530,MYADM,"CD79A, CTLA4, HAVCR2, HAVCR2, TGFBR2, TGFBR2, TGFBR2, TGFBR2, TP53, VSIG4"
4531,TMEM86B,"CD79A, THBD"
4532,EDDM3B,CD79A
4533,YIPF6,"CD79A, IL10RA, TP53"
4534,BRICD5,"CD79A, IFNGR2, SGPL1"
4535,OTOP2,CD79A
4536,C14orf180,"CD79A, CLEC7A, CYBC1"
4537,TRARG1,"CD79A, CXCR2, IFNGR2, SGPL1"
4538,MYADML2,CD79A
4539,FFAR3,"CD79A, KRAS, UNC93B1"
4540,TMEM222,"CD79A, KRAS, SLC10A2"
4541,PNLIPRP1,CD79A
4542,COL4A5,CD79A
4543,401494,CD79A
4544,LHFPL5,"CD79A, CD81, CLCN7, FCGR1A, ITGB2, JAGN1, SLC35A1, TFRC"
4545,TMEM229B,"CD79A, ITGAM"
4546,TMEM239,"CD79A, OTULIN"
4547,RTP2,"CD79A, IFNGR2, JAGN1, SGPL1"
4548,CCDC167,CD79A
4549,NEU1,"CD79A, IL12RB1, LIG4, LIG4"
4550,MS4A13,CD79A
4551,SLC35B4,CD79A
4552,CTXN3,"CD79A, CLEC7A, CTLA4, SLC10A2"
4553,PLPP6,"CD79A, IL10RA"
4554,GIMAP1,"CD79A, FCGR2A, JAGN1"
4555,LTC4S,CD79A
4556,100507537,"CD79A, IFNGR2"
4557,AQP1,"CD79A, IKZF3, IL21R, REL, SPRED1"
4558,PRAF2,"CD79A, MCM10"
4559,SMIM3,"CD79A, CLEC7A, CLEC7A, IFNGR2"
4560,SEC22B,"CD79A, CDC42, HAX1, HRAS, IFNGR2, JAGN1, KRAS, KRAS, KRAS, NPC1, NRAS, RAC1, RAC2, RECQL4, RHOG, RHOH, STIM1, UNC93B1"
4561,ABCD4,CD79A
4562,ACAD8,"CD79A, FCGR1A, FCGR1A, IPO8, PTPN22"
4563,FBXO27,"CD79A, CLU, CLU"
4564,100302736,CD79A
4565,EHD1,"CD79A, CFTR, FAS, HRAS, KRAS, KRAS, KRAS, KRAS, KRAS, NRAS, NRAS, NRAS, PLA2G4A, PLA2G4A, RAC2, STAT6, TINF2"
4566,SLC27A4,"CD79A, GP9, OTULIN, SLC39A4, UNC93B1"
4567,SLC12A2,"CD79A, CDC42, HRAS, HRAS, HRAS, KRAS, KRAS, KRAS, KRAS, LCK, LYN, NRAS, NRAS, NRAS, PTEN, RAC1, RAC2, RHOG, RHOH"
4568,376497,"CD79A, SLC39A4"
4569,NF1,"CD79B, CD79B, CDC42, F12, HRAS, HRAS, HRAS, IL2RA, KRAS, KRAS, KRAS, KRAS, LCK, LCK, LYN, LZTR1, NRAS, RAC1, RAF1, SPRED1, SPRED1, SPRED1, SPRED1, SPRED1, TIRAP, VSIG4"
4570,SLC12A6,"CD79B, CD79B, KRAS, LYN, RHOG, RHOH"
4571,54795,"CD79B, CD79B, HRAS, KRAS, KRAS, NRAS, ODAD1"
4572,ENTPD4,"CD79B, CD79B, GP9"
4573,MANEA,"CD79B, CD79B, CLU, CLU, RET, SIAE, SLC39A4"
4574,TMUB2,"CD79B, CD79B, IL10RA"
4575,C3orf52,"CD79B, CD79B, FCGRT, FCGRT"
4576,ZRANB3,"CD79B, CD79B, CTLA4"
4577,GOLIM4,"CD79B, CD79B, CDC42, CTLA4, FCGRT, FCGRT, KRAS, SLC39A4, SLC39A4, SLC39A4"
4578,SLC25A23,"CD79B, CD79B, OSTM1, PDCD1, PDCD1, VSIG4, VSIG4"
4579,B3GNT2,"CD79B, CD79B"
4580,ACVR2B,"CD79B, CD79B, ERBIN, IL17RC, TGFBR2, TGFBR2, TGFBR2"
4581,RIPK4,"CD79B, CD79B, HAVCR2, HAVCR2, PRKCD, STK36, TNFAIP3, TNFAIP3, XIAP, XIAP"
4582,WDFY3,"CD79B, CD79B, FPR1, PDCD1, PDCD1, RTEL1, STAT3, TERF2IP"
4583,RABGAP1,"CD79B, CD79B, COPG1, CORO1A, CORO1A, CORO1A, HAX1, STAT3"
4584,SGK3,"CD79B, CD79B, ITCH"
4585,POLE2,"CD79B, CD79B, KRAS, KRAS, POLE, POLE, POLE, POLE, POLE, POLE, RIT1, SPINT2"
4586,PIGA,"CD79B, CD79B, HAVCR2, IL17RA, IL18RAP, IL18RAP"
4587,SLC25A25,"CD79B, CD79B, FCN3, PDCD1"
4588,ALG2,"CD79B, KRAS, RIT1, VSIG4"
4589,109,"CD79B, CD79B, IL17RC, IL17RC, KRAS, LYN, TCIRG1"
4590,COLEC12,"CD79B, CD79B"
4591,D2HGDH,"CD79B, TP63"
4592,DSE,"CD79B, CD79B"
4593,VPS51,"CD79B, CD79B, CDC42, DTNBP1, DTNBP1, DTNBP1, EP300, HRAS, KRAS, KRAS, NRAS, NRAS, ODAD1, RAC1, RHOG, RHOH, TCF3, TFRC, TFRC, VPS45"
4594,FAM8A1,"CD79B, CD79B"
4595,MFAP3,"CD79B, CD79B, CDC42, CTLA4, IFNAR1, RAC1, TGFBR2, TGFBR2, TGFBR2"
4596,XPR1,"CD79B, CD79B, CDC42, CTLA4, KRAS, KRAS, KRAS, LCK, LYN, NRAS, PDCD1, PDCD1, RAC1, RAC2, RHOG, RHOH, TNFRSF1A, TNFRSF1A, VSIG4, VSIG4, VSIG4"
4597,ATP13A2,"CD79B, CD79B, GP9, HAVCR2, HAVCR2, MYH9, RTEL1, SLC39A4, SLC39A4, SLC39A4"
4598,KIDINS220,"CD79B, CD79B, CDC42, KRAS, KRAS, LCK, LYN, NRAS, NRAS, RAC1, RAC2, RHOG, RHOH, TNFRSF1A, TNFRSF1A, VSIG4, VSIG4, VSIG4"
4599,21,"CD79B, CD79B, IL17RC, IL17RC, SPINT2"
4600,MELK,"CD79B, CD79B, CDC42, HAVCR2, HAVCR2, PSMG2, RAC1, RAC2, RC3H1"
4601,SLC25A6,"CD79B, CD79B, CDC42, CHEK2, EP300, FANCD2, FCN3, IL12RB1, ISG15, KIF23, LCK, MAD2L2, MAD2L2, MAD2L2, MAP3K14, NLRP7, OSTM1, PDCD1, PSMB10, PTEN, RECQL4, RNF31, SRC, TET2, TP53, VAV1, VSIG4, VSIG4, VSIG4"
4602,ITPRIP,"CD79B, FPR1, PSMB10, STK4"
4603,KIRREL1,"CD79B, CD79B, CDC42, FCN3, HRAS, KRAS, KRAS, KRAS, LYN, NRAS, NRAS, RAC1, RAC2, RHOG, RHOH"
4604,MYO19,"CD79B, CD79B, CDC42, CTLA4, FCN3, GP9, HAX1, MYH9, PPP1CB, RAB27A, RAC1, RAC2, VSIG4"
4605,PDE3B,"CD79B, CD79B, CDC42, IL17RA, IL17RC, IL17RC, RAC2, RHOG, SLC39A4, STIM1, TCIRG1"
4606,TIMM29,"CD79B, FAS, FAS, FAS, KRAS, NCSTN, VSIG4"
4607,ENTREP3,"CD79B, CD79B, IL17RA, SPINT2, SPINT2"
4608,TARBP1,"CD79B, CXCR4, OSTM1"
4609,VANGL2,"CD79B, CD79B, CDC42, CTLA4, IL7R, KRAS, KRAS, LYN, NRAS, RAC1, RAC2, RET, RHOG, RHOH, SPINT2, SPINT2, SPINT2, TNFRSF1A, TNFRSF1A"
4610,EXT1,"CD79B, CRP, CRP, EXTL3"
4611,PNPLA6,"CD79B, CD79B, CTLA4, CXCR4, HAVCR2, HAVCR2, IL17RA, KRAS, NEUROG3, PDCD1, PDCD1, STIM1"
4612,MAN1B1,"CD79B, CD79B, EP300, GP9, ICOSLG, IL12RB1, VSIG4"
4613,FGFR1,"CD79B, CDK9, CREBBP, CREBBP, CREBBP, FCGRT, FCGRT, GAD1, GAD1, HTR1A, HTR1A, IFNAR1, IFNGR1, IFNGR1, NCAM1, STAT3, TGFBR2, TGFBR2, TGFBR2"
4614,LGR4,"CD79B, HAVCR2, PDCD1, RAC1"
4615,VPS50,"CD79B, CD79B, CTNNBL1, DTNBP1, DTNBP1, DTNBP1, FPR2, FPR2, KDM1A, TFRC"
4616,NUP188,"CD79B, HAX1, KRT8, MAD2L2, MAD2L2, NUP214, RECQL4, RPS24, SLX4"
4617,TMED7,CD79B
4618,ZBTB16,"CD81, CEBPA, CEBPA, CFH, DNAAF5, EP300, EP300, EP300, FCHO1, GATA1, GATA2, GATA2, NLRP7, NLRP7, NLRP7, NLRP7, RAB27A, SMAD3, TP53"
4619,CD46,"CD81, CD81, ITGA2, KRAS, RHOG, SRC"
4620,7106,"CD81, FCHO1, GNE, SGPL1"
4621,PTGFRN,"CD81, CD81, CD81, CD81, SIAE"
4622,66889,CD81
4623,SAMHD1,"CD81, CFTR, MAP3K14, MECOM, MSH6, SAMHD1, TIRAP, TIRAP, UNC93B1"
4624,SERPINB9,"CD81, TRAF5"
4625,IMMT,"CD81, CDC42, CDK9, CDK9, CDK9, CFTR, CLPB, EP300, FANCD2, HTRA2, HTRA2, HTRA2, IRAK1, ISG15, KDM1A, KDM1A, KIF23, KRAS, MAD2L2, MAD2L2, MAP2K2, MYH9, NCSTN, RAC1, RAC2, RECQL4, RHOG, RHOH, TCF3, TGFB1"
4626,STK10,"CD81, KRAS, KRAS, LYN, RAC1"
4627,UBXN1,"CD81, CFTR, CTLA4, FAS, ISG15, PLA2G4A, PTEN, RECQL4, TRNT1"
4628,INPP4A,CD81
4629,H1-3,"CD81, CDK9, EP300, HELLS, IRAK4, RPS19, TP53, TP63, TRNT1"
4630,H1-4,"CD81, CDK9, DKC1, FANCD2, HELLS, IRAK4, KIF23, LYN, RC3H1, RECQL4, RPL11, RPL18, RPL9, RPS10, RPS19, RPS24"
4631,H2BC5,"CD81, FANCD2, KDM1A, LCK, MCM10, MSH6, MYH9"
4632,H2BC11,"CD81, FANCD2, KIF23, NLRP7, RIT1"
4633,H2BC12,"CD81, FANCD2, RC3H1, RNF31"
4634,H2BC15,"CD81, FANCD2, LCK"
4635,H2BC6,CD81
4636,H2BC18,"CD81, LCK, RPL11"
4637,H3C6,"CD81, FANCD2, TONSL"
4638,H3-4,"CD81, CREBBP, CREBBP, EP300, EP300, EP300, EP300, EP300, EP300, IRAK1, JAK1, JAK2, KDM6A, KMT2A, KMT2A, KMT2A, KMT2A, MRE11, MRE11, NBN, NBN, NCKAP1L, PSMB10, RAD50, RAG1, RAG1, RAG1, RAG1, RECQL4, RHOH, TAFAZZIN, TONSL"
4639,H2BC1,"CD81, CDK9, KIF23, RECQL4"
4640,NAMPT,"CD81, EP300, FANCA, JAK3, KRAS, LIG1, RIT1, SAR1B, TFRC, TFRC"
4641,EIF3CL,"CD81, CDC42, KRAS, RIT1, RPS26, RPS27"
4642,EIF3F,"CD81, CDC42, CFTR, CLU, CLU, CLU, EP300, HTR1A, KIF23, NLRP3, NRAS, RAB27A, RC3H1, RECQL4, RPL10, STAT3, TP53, TP53"
4643,SERBP1,"CD81, CDK9, FANCD2, ISG15, ISG15, KIF23, MVK, RAG1, RBM8A, RC3H1, RC3H1, RC3H1, RECQL4, RNF31, RPL10, RPL11, RPL5, RPS10, RPS10, RPS14, RPS19, RPS24, RPS29, SRP72"
4644,PDCD4,"CD81, EP300, EP300, PSEN1, RBM8A, RPL11, RPL5, RPL5, SRP72, TERF2IP"
4645,SNRPD1,"CD81, EP300, FANCD2, HNRNPK, KRAS, MAD2L2, MAD2L2, MECOM, PTEN, RAB27A, RC3H1, RECQL4, RIPK1, RIT1, RPS7, RUNX1, UBR5, UNC93B1"
4646,LRRC47,"CD81, MAN2B1, TGFB1, TNFAIP3"
4647,NUDT21,"CD81, CDC42, EP300, FANCD2, ITCH, ITCH, KRAS, RAB27A, RC3H1, RECQL4, RIT1, RNF31, RPL18, RPSA"
4648,EIF3K,"CD81, CFTR, FAS, RBM8A, RECQL4, RPL11, RPL5, RPS10, RPS26, SRP72"
4649,EIF4A1,"CD81, FANCD2, FAS, HELLS, KIF23, KRAS, LCK, LIG4, MAD2L2, MAD2L2, NLRP7, OTUD6B, RBM8A, RC3H1, RECQL4, RIT1, RPL5, SRP72, TRAP1, UBR5"
4650,CRIP1,CD81
4651,PCBP2,"CD81, CDK9, CDK9, CFTR, CHEK2, EP300, FANCD2, GBA1, HNRNPK, HNRNPK, ITCH, KIF23, KRAS, NOS2, PSEN1, PSMA3, RC3H1, RC3H1, RECQL4, RIT1, SRC"
4652,WARS1,"CD81, ISG15, ISG15, LIG4, LIG4, PSMA3, PSMG2"
4653,SNRPC,"CD81, KIF23, KLF1, KRAS, OFD1, PSMA3, SEC23B"
4654,TUBB2B,"CD81, FAS, FAS, FAS, OSTM1, RPGR, RPS15A, UNC93B1"
4655,TUBA3C,"CD81, NLRP7, PLCG2, PTEN, STXBP3, STXBP3, VAV1"
4656,TUBA3D,"CD81, NLRP7"
4657,TUBA3E,"CD81, GBA1, VAV1"
4658,56604,"CD81, HTRA2, RPL19"
4659,51807,"CD81, CFTR, RC3H1, SAR1B, TP53"
4660,TUBE1,CD81
4661,FAM98B,"CD81, RECQL4"
4662,RPL13,"CD81, CDK9, CNBP, CNBP, DKC1, FANCD2, KIF23, KRAS, MAP3K14, NLRP7, NOP10, PTEN, RBM8A, RC3H1, RC3H1, RECQL4, RECQL4, RELA, RNF31, RPL10, RPL10, RPL11, RPL11, RPL11, RPL11, RPL15, RPL15, RPL18, RPL18, RPL18, RPL19, RPL19, RPL19, RPL36, RPL5, RPL5, RPL9, RPS10, RPS19, RPS24, SART3, SRP72, TCF3, TERF2, TGFB1, TP53, TP53, ZBTB24"
4663,RPS15,"CD81, CDC42, CDK9, CFTR, KIF23, KRAS, MECOM, NFKB1, PTEN, RBM8A, RC3H1, RECQL4, RIT1, RPL10, RPL10, RPL11, RPL18, RPL19, RPL19, RPL26, RPL26, RPL36, RPL5, RPL9, RPS10, RPS14, RPS14, RPS15A, RPS15A, RPS19, RPS19, RPS24, RPSA, RPSA, SART3, SART3, SRP72, TNFAIP3, TP53"
4664,RPS28,"CD81, KIF23, KRAS, KRAS, RBM8A, RC3H1, RECQL4, RPL11, RPL11, RPL15, RPL18, RPL19, RPL19, RPL36, RPL5, RPL5, RPL9, RPS15, RPS15A, RPS17, RPS19, RPS26, RPS28, RPS29, RPS7, SRP72"
4665,GGT1,CD81
4666,TFR2,CD81
4667,ALCAM,"CD81, HRAS, KRAS, MPL"
4668,ANXA11,"CD81, CDC42"
4669,ATP1A1,"CD81, CDC42, CDK9, CDK9, HRAS, HRAS, HRAS, IRAK1, ISG15, KRAS, KRAS, KRAS, KRAS, LYN, MECOM, NCSTN, NPC1, NRAS, NRAS, POLD1, RAC1, RAC2, RECQL4, RHOG, RHOH, RIT1, TP53, UNC93B1, VAV1"
4670,257407,"CD81, KRAS, NRAS"
4671,CAPN5,"CD81, MLH1"
